external_id,source,title,description,company_name,company_website,company_logo_url,location,country_code,workplace_type,employment_type,experience_level,salary_currency,salary_min,salary_max,salary_period,apply_url,contact_email,is_active,posted_at
ext-478,Wellfound,Data Engineer,"Join our team to build next-gen observability tools for data pipelines. Proficiency in Go is preferred.",Snowflake,https://snowflake.com,https://logo.clearbit.com/snowflake.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://snowflake.com/careers/ext-478,talent@snowflake.com,TRUE,2026-08-26T06:25:00Z
ext-479,LinkedIn,Data Engineer,"Develop and maintain data platform services using Java and Spring Boot. Focus on high availability.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,285000,YEARLY,https://microsoft.com/careers/ext-479,jobs@microsoft.com,TRUE,2026-08-26T06:25:00Z
ext-480,Indeed,Data Engineer,"Implement data privacy and security controls for our financial data platform. Knowledge of GDPR/CCPA.",Stripe,https://stripe.com,https://logo.clearbit.com/stripe.com,Dublin,IE,HYBRID,FULL_TIME,MID_LEVEL,USD,155000,235000,YEARLY,https://stripe.com/jobs/ext-480,hiring@stripe.com,TRUE,2026-08-26T06:25:00Z
ext-481,Naukri,Data Engineer,"Build and scale data pipelines for our creator economy platform using Python and BigQuery.",Canva,https://canva.com,https://logo.clearbit.com/canva.com,Sydney,AU,HYBRID,FULL_TIME,MID_LEVEL,USD,140000,210000,YEARLY,https://canva.com/careers/ext-481,recruiting@canva.com,TRUE,2026-08-26T06:25:00Z
ext-482,Wellfound,Data Engineer,"Architect and implement our core data infrastructure using Kubernetes and ClickHouse.",Postman,https://postman.com,https://logo.clearbit.com/postman.com,Remote,IN,REMOTE,FULL_TIME,SENIOR_LEVEL,INR,4000000,7000000,YEARLY,https://postman.com/careers/ext-482,jobs@postman.com,TRUE,2026-08-26T06:25:00Z
ext-483,LinkedIn,Data Engineer,"Develop data-heavy features for our music discovery engine using Scala and Spark.",Spotify,https://spotify.com,https://logo.clearbit.com/spotify.com,New York,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,180000,270000,YEARLY,https://spotify.com/careers/ext-483,jobs@spotify.com,TRUE,2026-08-26T06:25:00Z
ext-484,Indeed,Data Engineer,"Design and optimize the data layer for our crypto trading platform. Experience with NoSQL is a plus.",Binance,https://binance.com,https://logo.clearbit.com/binance.com,Remote,US,REMOTE,FULL_TIME,MID_LEVEL,USD,140000,220000,YEARLY,https://binance.com/careers/ext-484,hiring@binance.com,TRUE,2026-08-26T06:25:00Z
ext-485,Naukri,Data Engineer,"Build internal data tools to improve analyst productivity. Focus on automation and reproducibility.",Zomato,https://zomato.com,https://logo.clearbit.com/zomato.com,Gurgaon,IN,ON_SITE,FULL_TIME,ENTRY_LEVEL,INR,1500000,2500000,YEARLY,https://zomato.com/careers/ext-485,hr@zomato.com,TRUE,2026-08-26T06:25:00Z
ext-486,Wellfound,Data Engineer,"Implement scalable feature stores for our production ML models using Tecton and Redis.",DoorDash,https://doordash.com,https://logo.clearbit.com/doordash.com,San Francisco,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://doordash.com/careers/ext-486,jobs@doordash.com,TRUE,2026-08-26T06:25:00Z
ext-487,LinkedIn,Data Engineer,"Manage and scale our production Hadoop cluster. Expertise in HDFS and YARN required.",Uber,https://uber.com,https://logo.clearbit.com/uber.com,San Francisco,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,210000,320000,YEARLY,https://uber.com/careers/ext-487,jobs@uber.com,TRUE,2026-08-26T06:25:00Z
ext-488,Indeed,Data Engineer,"Build data integrations for our workplace collaboration platform. Strong focus on API design.",Slack,https://slack.com,https://logo.clearbit.com/slack.com,San Francisco,US,REMOTE,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://slack.com/careers/ext-488,hiring@slack.com,TRUE,2026-08-26T06:25:00Z
ext-489,Naukri,Data Engineer,"Design and build a unified data platform for our fitness and nutrition services.",Cult.fit,https://cult.fit,https://logo.clearbit.com/cult.fit,Bangalore,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2800000,4800000,YEARLY,https://cult.fit/careers/ext-489,talent@cult.fit,TRUE,2026-08-26T06:25:00Z
ext-490,Wellfound,Data Engineer,"Work on the core data engine for our decentralized social network. Interest in IPFS is a plus.",Farcaster,https://farcaster.xyz,https://logo.clearbit.com/farcaster.xyz,Remote,US,REMOTE,FULL_TIME,MID_LEVEL,USD,150000,230000,YEARLY,https://farcaster.xyz/jobs/ext-490,jobs@farcaster.xyz,TRUE,2026-08-26T06:25:00Z
ext-491,LinkedIn,Data Engineer,"Build and scale high-performance data pipelines using Spark and Airflow. Focus on data quality and observability.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,175000,280000,YEARLY,https://google.com/careers/ext-491,jobs@google.com,TRUE,2026-08-26T06:25:00Z
ext-492,Indeed,Data Engineer,"Design and maintain our cloud data warehouse using Snowflake and dbt. Expertise in SQL required.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,HYBRID,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://meta.com/careers/ext-492,hiring@meta.com,TRUE,2026-08-26T06:25:00Z
ext-493,Naukri,Data Engineer,"Implement real-time streaming pipelines using Kafka and Flink for our fintech platform.",Razorpay,https://razorpay.com,https://logo.clearbit.com/razorpay.com,Bangalore,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2500000,4500000,YEARLY,https://razorpay.com/jobs/ext-493,recruiting@razorpay.com,TRUE,2026-08-26T06:25:00Z
ext-494,Wellfound,Data Engineer,"Architect scalable data solutions using AWS Lake Formation and Glue. Focus on cost optimization.",Databricks,https://databricks.com,https://logo.clearbit.com/databricks.com,San Francisco,US,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://databricks.com/careers/ext-494,jobs@databricks.com,TRUE,2026-08-26T06:25:00Z
ext-495,LinkedIn,Data Engineer,"Develop and optimize ETL processes for our global e-commerce analytics platform.",Amazon,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,260000,YEARLY,https://amazon.jobs/ext-495,tech-hiring@amazon.com,TRUE,2026-08-26T06:25:00Z
ext-496,Indeed,Data Engineer,"Build data foundations for our AI products using Python and Kubernetes. Experience with MLflow is a plus.",OpenAI,https://openai.com,https://logo.clearbit.com/openai.com,San Francisco,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,220000,350000,YEARLY,https://openai.com/careers/ext-496,hiring@openai.com,TRUE,2026-08-26T06:25:00Z
ext-497,Naukri,Data Engineer,"Optimize database performance and design schemas for our high-traffic logistics app.",Swiggy,https://swiggy.com,https://logo.clearbit.com/swiggy.com,Bangalore,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2200000,4000000,YEARLY,https://swiggy.com/careers/ext-497,jobs@swiggy.com,TRUE,2026-08-26T06:25:00Z
ext-498,Wellfound,Data Engineer,"Join our team to build next-gen observability tools for data pipelines. Proficiency in Go is preferred.",Snowflake,https://snowflake.com,https://logo.clearbit.com/snowflake.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://snowflake.com/careers/ext-498,talent@snowflake.com,TRUE,2026-08-26T06:25:00Z
ext-499,LinkedIn,Data Engineer,"Develop and maintain data platform services using Java and Spring Boot. Focus on high availability.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,285000,YEARLY,https://microsoft.com/careers/ext-499,jobs@microsoft.com,TRUE,2026-08-26T06:25:00Z
ext-500,Indeed,Data Engineer,"Implement data privacy and security controls for our financial data platform. Knowledge of GDPR/CCPA.",Stripe,https://stripe.com,https://logo.clearbit.com/stripe.com,Dublin,IE,HYBRID,FULL_TIME,MID_LEVEL,USD,155000,235000,YEARLY,https://stripe.com/jobs/ext-500,hiring@stripe.com,TRUE,2026-08-26T06:25:00Z
ext-501,LinkedIn,Data Engineer,"Build and scale high-performance data pipelines using Spark and Airflow. Focus on data quality and observability.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,175000,280000,YEARLY,https://google.com/careers/ext-501,jobs@google.com,TRUE,2026-08-26T06:25:00Z
ext-502,Indeed,Data Engineer,"Design and maintain our cloud data warehouse using Snowflake and dbt. Expertise in SQL required.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,HYBRID,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://meta.com/careers/ext-502,hiring@meta.com,TRUE,2026-08-26T06:25:00Z
ext-503,Naukri,Data Engineer,"Implement real-time streaming pipelines using Kafka and Flink for our fintech platform.",Razorpay,https://razorpay.com,https://logo.clearbit.com/razorpay.com,Bangalore,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2500000,4500000,YEARLY,https://razorpay.com/jobs/ext-503,recruiting@razorpay.com,TRUE,2026-08-26T06:25:00Z
ext-504,Wellfound,Data Engineer,"Architect scalable data solutions using AWS Lake Formation and Glue. Focus on cost optimization.",Databricks,https://databricks.com,https://logo.clearbit.com/databricks.com,San Francisco,US,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://databricks.com/careers/ext-504,jobs@databricks.com,TRUE,2026-08-26T06:25:00Z
ext-505,LinkedIn,Data Engineer,"Develop and optimize ETL processes for our global e-commerce analytics platform.",Amazon,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,260000,YEARLY,https://amazon.jobs/ext-505,tech-hiring@amazon.com,TRUE,2026-08-26T06:25:00Z
ext-506,Indeed,Data Engineer,"Build data foundations for our AI products using Python and Kubernetes. Experience with MLflow is a plus.",OpenAI,https://openai.com,https://logo.clearbit.com/openai.com,San Francisco,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,220000,350000,YEARLY,https://openai.com/careers/ext-506,hiring@openai.com,TRUE,2026-08-26T06:25:00Z
ext-507,Naukri,Data Engineer,"Optimize database performance and design schemas for our high-traffic logistics app.",Swiggy,https://swiggy.com,https://logo.clearbit.com/swiggy.com,Bangalore,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2200000,4000000,YEARLY,https://swiggy.com/careers/ext-507,jobs@swiggy.com,TRUE,2026-08-26T06:25:00Z
ext-508,Wellfound,Data Engineer,"Join our team to build next-gen observability tools for data pipelines. Proficiency in Go is preferred.",Snowflake,https://snowflake.com,https://logo.clearbit.com/snowflake.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://snowflake.com/careers/ext-508,talent@snowflake.com,TRUE,2026-08-26T06:25:00Z
ext-509,LinkedIn,Data Engineer,"Develop and maintain data platform services using Java and Spring Boot. Focus on high availability.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,285000,YEARLY,https://microsoft.com/careers/ext-509,jobs@microsoft.com,TRUE,2026-08-26T06:25:00Z
ext-510,Indeed,Data Engineer,"Implement data privacy and security controls for our financial data platform. Knowledge of GDPR/CCPA.",Stripe,https://stripe.com,https://logo.clearbit.com/stripe.com,Dublin,IE,HYBRID,FULL_TIME,MID_LEVEL,USD,155000,235000,YEARLY,https://stripe.com/jobs/ext-510,hiring@stripe.com,TRUE,2026-08-26T06:25:00Z
ext-511,LinkedIn,Data Engineer,"Build and scale high-performance data pipelines using Spark and Airflow. Focus on data quality and observability.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,175000,280000,YEARLY,https://google.com/careers/ext-511,jobs@google.com,TRUE,2026-08-26T06:25:00Z
ext-512,Indeed,Data Engineer,"Design and maintain our cloud data warehouse using Snowflake and dbt. Expertise in SQL required.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,HYBRID,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://meta.com/careers/ext-512,hiring@meta.com,TRUE,2026-08-26T06:25:00Z
ext-513,Naukri,Data Engineer,"Implement real-time streaming pipelines using Kafka and Flink for our fintech platform.",Razorpay,https://razorpay.com,https://logo.clearbit.com/razorpay.com,Bangalore,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2500000,4500000,YEARLY,https://razorpay.com/jobs/ext-513,recruiting@razorpay.com,TRUE,2026-08-26T06:25:00Z
ext-514,Wellfound,Data Engineer,"Architect scalable data solutions using AWS Lake Formation and Glue. Focus on cost optimization.",Databricks,https://databricks.com,https://logo.clearbit.com/databricks.com,San Francisco,US,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://databricks.com/careers/ext-514,jobs@databricks.com,TRUE,2026-08-26T06:25:00Z
ext-515,LinkedIn,Data Engineer,"Develop and optimize ETL processes for our global e-commerce analytics platform.",Amazon,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,260000,YEARLY,https://amazon.jobs/ext-515,tech-hiring@amazon.com,TRUE,2026-08-26T06:25:00Z
ext-516,Indeed,Data Engineer,"Build data foundations for our AI products using Python and Kubernetes. Experience with MLflow is a plus.",OpenAI,https://openai.com,https://logo.clearbit.com/openai.com,San Francisco,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,220000,350000,YEARLY,https://openai.com/careers/ext-516,hiring@openai.com,TRUE,2026-08-26T06:25:00Z
ext-517,Naukri,Data Engineer,"Optimize database performance and design schemas for our high-traffic logistics app.",Swiggy,https://swiggy.com,https://logo.clearbit.com/swiggy.com,Bangalore,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2200000,4000000,YEARLY,https://swiggy.com/careers/ext-517,jobs@swiggy.com,TRUE,2026-08-26T06:25:00Z
ext-518,Wellfound,Data Engineer,"Join our team to build next-gen observability tools for data pipelines. Proficiency in Go is preferred.",Snowflake,https://snowflake.com,https://logo.clearbit.com/snowflake.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://snowflake.com/careers/ext-518,talent@snowflake.com,TRUE,2026-08-26T06:25:00Z
ext-519,LinkedIn,Data Engineer,"Develop and maintain data platform services using Java and Spring Boot. Focus on high availability.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,285000,YEARLY,https://microsoft.com/careers/ext-519,jobs@microsoft.com,TRUE,2026-08-26T06:25:00Z
ext-520,Indeed,Data Engineer,"Implement data privacy and security controls for our financial data platform. Knowledge of GDPR/CCPA.",Stripe,https://stripe.com,https://logo.clearbit.com/stripe.com,Dublin,IE,HYBRID,FULL_TIME,MID_LEVEL,USD,155000,235000,YEARLY,https://stripe.com/jobs/ext-520,hiring@stripe.com,TRUE,2026-08-26T06:25:00Z
ext-521,LinkedIn,Data Scientist,"Apply advanced statistical modeling and machine learning to solve complex product problems. Expertise in Python and R.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,180000,280000,YEARLY,https://google.com/careers/ext-521,jobs@google.com,TRUE,2026-08-26T06:27:00Z
ext-522,Indeed,Data Scientist,"Develop and productionize deep learning models for content recommendation. Experience with PyTorch or TensorFlow required.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,HYBRID,FULL_TIME,MID_LEVEL,USD,165000,250000,YEARLY,https://meta.com/careers/ext-522,hiring@meta.com,TRUE,2026-08-26T06:27:00Z
ext-523,Naukri,Data Scientist,"Build predictive models to optimize supply chain and inventory management. Strong background in operations research.",Amazon,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,260000,YEARLY,https://amazon.jobs/ext-523,tech-hiring@amazon.com,TRUE,2026-08-26T06:27:00Z
ext-524,Wellfound,Data Scientist,"Conduct large-scale A/B testing and causal inference to drive product growth. Proficiency in SQL and experiment design.",Netflix,https://netflix.com,https://logo.clearbit.com/netflix.com,Los Gatos,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,250000,450000,YEARLY,https://netflix.com/jobs/ext-524,talent@netflix.com,TRUE,2026-08-26T06:27:00Z
ext-525,LinkedIn,Data Scientist,"Work on the core algorithms for Siri and personalized user experiences. Experience with NLP and signal processing.",Apple,https://apple.com,https://logo.clearbit.com/apple.com,Cupertino,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://apple.com/jobs/ext-525,hiring@apple.com,TRUE,2026-08-26T06:27:00Z
ext-526,Indeed,Data Scientist,"Develop LLM-based applications and evaluate model performance for next-gen productivity tools.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://microsoft.com/careers/ext-526,jobs@microsoft.com,TRUE,2026-08-26T06:27:00Z
ext-527,Naukri,Data Scientist,"Research and implement novel RLHF techniques to improve AI alignment and safety.",OpenAI,https://openai.com,https://logo.clearbit.com/openai.com,San Francisco,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,300000,500000,YEARLY,https://openai.com/careers/ext-527,jobs@openai.com,TRUE,2026-08-26T06:27:00Z
ext-528,Wellfound,Data Scientist,"Build robust evaluation benchmarks for large language models. Strong focus on mathematical rigor.",Anthropic,https://anthropic.com,https://logo.clearbit.com/anthropic.com,San Francisco,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,250000,400000,YEARLY,https://anthropic.com/careers/ext-528,talent@anthropic.com,TRUE,2026-08-26T06:27:00Z
ext-529,LinkedIn,Data Scientist,"Optimize search and discovery algorithms for our global hospitality platform. Expertise in ranking and relevance.",Airbnb,https://airbnb.com,https://logo.clearbit.com/airbnb.com,San Francisco,US,REMOTE,FULL_TIME,MID_LEVEL,USD,160000,230000,YEARLY,https://airbnb.com/careers/ext-529,hiring@airbnb.com,TRUE,2026-08-26T06:27:00Z
ext-530,Indeed,Data Scientist,"Develop marketplace pricing and matching algorithms. Strong background in econometrics and dynamic pricing.",Uber,https://uber.com,https://logo.clearbit.com/uber.com,San Francisco,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://uber.com/careers/ext-530,jobs@uber.com,TRUE,2026-08-26T06:27:00Z
ext-531,Naukri,Data Scientist,"Analyze rider and driver behavior to improve platform efficiency. Experience with geospatial data is a plus.",Lyft,https://lyft.com,https://logo.clearbit.com/lyft.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,155000,225000,YEARLY,https://lyft.com/careers/ext-531,hiring@lyft.com,TRUE,2026-08-26T06:27:00Z
ext-532,Wellfound,Data Scientist,"Develop audio recommendation and personalization models. Focus on user session modeling and graph learning.",Spotify,https://spotify.com,https://logo.clearbit.com/spotify.com,New York,US,HYBRID,FULL_TIME,MID_LEVEL,USD,150000,220000,YEARLY,https://spotify.com/careers/ext-532,jobs@spotify.com,TRUE,2026-08-26T06:27:00Z
ext-533,LinkedIn,Data Scientist,"Apply machine learning to improve CRM efficiency and customer churn prediction.",Salesforce,https://salesforce.com,https://logo.clearbit.com/salesforce.com,San Francisco,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,175000,265000,YEARLY,https://salesforce.com/careers/ext-533,jobs@salesforce.com,TRUE,2026-08-26T06:27:00Z
ext-534,Indeed,Data Scientist,"Build intelligent features for creative tools using computer vision and generative models.",Adobe,https://adobe.com,https://logo.clearbit.com/adobe.com,San Jose,US,HYBRID,FULL_TIME,MID_LEVEL,USD,165000,245000,YEARLY,https://adobe.com/careers/ext-534,hiring@adobe.com,TRUE,2026-08-26T06:27:00Z
ext-535,Naukri,Data Scientist,"Develop fraud detection and risk assessment models for our global payment network.",Stripe,https://stripe.com,https://logo.clearbit.com/stripe.com,Dublin,IE,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,180000,280000,YEARLY,https://stripe.com/jobs/ext-535,hiring@stripe.com,TRUE,2026-08-26T06:27:00Z
ext-536,Wellfound,Data Scientist,"Optimize ad targeting and auction mechanisms. Deep understanding of game theory and optimization.",LinkedIn,https://linkedin.com,https://logo.clearbit.com/linkedin.com,Sunnyvale,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://linkedin.com/careers/ext-536,jobs@linkedin.com,TRUE,2026-08-26T06:27:00Z
ext-537,LinkedIn,Data Scientist,"Apply ML to improve image and video compression. Experience with computer vision and codec optimization.",Pinterest,https://pinterest.com,https://logo.clearbit.com/pinterest.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,155000,230000,YEARLY,https://pinterest.com/careers/ext-537,jobs@pinterest.com,TRUE,2026-08-26T06:27:00Z
ext-538,Indeed,Data Scientist,"Develop real-time order batching and routing algorithms for our logistics engine.",DoorDash,https://doordash.com,https://logo.clearbit.com/doordash.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://doordash.com/careers/ext-538,jobs@doordash.com,TRUE,2026-08-26T06:27:00Z
ext-539,Naukri,Data Scientist,"Build predictive models for merchant growth and inventory management. Expertise in time series analysis.",Shopify,https://shopify.com,https://logo.clearbit.com/shopify.com,Remote,CA,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,150000,220000,YEARLY,https://shopify.com/careers/ext-539,jobs@shopify.com,TRUE,2026-08-26T06:27:00Z
ext-540,Wellfound,Data Scientist,"Conduct large-scale social graph analysis to improve user safety and integrity.",Snapchat,https://snap.com,https://logo.clearbit.com/snap.com,Santa Monica,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,145000,210000,YEARLY,https://snap.com/jobs/ext-540,hiring@snap.com,TRUE,2026-08-26T06:27:00Z
ext-541,LinkedIn,Data Scientist,"Develop and optimize real-time bidding algorithms for our ad exchange.",Twitter/X,https://twitter.com,https://logo.clearbit.com/twitter.com,San Francisco,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,200000,350000,YEARLY,https://twitter.com/careers/ext-541,jobs@twitter.com,TRUE,2026-08-26T06:27:00Z
ext-542,Indeed,Data Scientist,"Apply machine learning to improve travel recommendation and hotel pricing algorithms.",Expedia,https://expedia.com,https://logo.clearbit.com/expedia.com,Seattle,US,HYBRID,FULL_TIME,MID_LEVEL,USD,140000,200000,YEARLY,https://expedia.com/careers/ext-542,hiring@expedia.com,TRUE,2026-08-26T06:27:00Z
ext-543,Naukri,Data Scientist,"Develop financial risk models and personalized investment advice algorithms.",Robinhood,https://robinhood.com,https://logo.clearbit.com/robinhood.com,Menlo Park,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,150000,225000,YEARLY,https://robinhood.com/careers/ext-543,jobs@robinhood.com,TRUE,2026-08-26T06:27:00Z
ext-544,Wellfound,Data Scientist,"Build data-driven insights for professional developers using Stack Overflow's vast dataset.",Stack Overflow,https://stackoverflow.com,https://logo.clearbit.com/stackoverflow.com,Remote,US,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,155000,235000,YEARLY,https://stackoverflow.co/careers/ext-544,jobs@stackoverflow.com,TRUE,2026-08-26T06:27:00Z
ext-545,LinkedIn,Data Scientist,"Optimize logistics and delivery times for our quick commerce platform in India.",Swiggy,https://swiggy.com,https://logo.clearbit.com/swiggy.com,Bangalore,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,3000000,5000000,YEARLY,https://swiggy.com/careers/ext-545,jobs@swiggy.com,TRUE,2026-08-26T06:27:00Z
ext-546,Indeed,Data Scientist,"Build machine learning models to improve customer support automation and agent efficiency.",Zendesk,https://zendesk.com,https://logo.clearbit.com/zendesk.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,145000,215000,YEARLY,https://zendesk.com/careers/ext-546,hiring@zendesk.com,TRUE,2026-08-26T06:27:00Z
ext-547,Naukri,Data Scientist,"Develop pricing and demand forecasting models for our car-sharing platform.",Turo,https://turo.com,https://logo.clearbit.com/turo.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,150000,220000,YEARLY,https://turo.com/careers/ext-547,jobs@turo.com,TRUE,2026-08-26T06:27:00Z
ext-548,Wellfound,Data Scientist,"Apply deep learning to biological datasets to accelerate drug discovery.",Recursion Pharmaceuticals,https://recursion.com,https://logo.clearbit.com/recursion.com,Salt Lake City,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,180000,270000,YEARLY,https://recursion.com/careers/ext-548,jobs@recursion.com,TRUE,2026-08-26T06:27:00Z
ext-549,LinkedIn,Data Scientist,"Build high-performance recommendation engines for our video streaming service in India.",Hotstar,https://hotstar.com,https://logo.clearbit.com/hotstar.com,Mumbai,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2500000,4500000,YEARLY,https://hotstar.com/careers/ext-549,jobs@hotstar.com,TRUE,2026-08-26T06:27:00Z
ext-550,Indeed,Data Scientist,"Develop AI-driven features for collaborative design and whiteboarding.",Miro,https://miro.com,https://logo.clearbit.com/miro.com,Amsterdam,NL,HYBRID,FULL_TIME,MID_LEVEL,USD,130000,190000,YEARLY,https://miro.com/careers/ext-550,hiring@miro.com,TRUE,2026-08-26T06:27:00Z
ext-551,LinkedIn,Data Scientist,"Apply advanced statistical modeling and machine learning to solve complex product problems. Expertise in Python and R.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,180000,280000,YEARLY,https://google.com/careers/ext-551,jobs@google.com,TRUE,2026-08-26T06:27:00Z
ext-552,Indeed,Data Scientist,"Develop and productionize deep learning models for content recommendation. Experience with PyTorch or TensorFlow required.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,HYBRID,FULL_TIME,MID_LEVEL,USD,165000,250000,YEARLY,https://meta.com/careers/ext-552,hiring@meta.com,TRUE,2026-08-26T06:27:00Z
ext-553,Naukri,Data Scientist,"Build predictive models to optimize supply chain and inventory management. Strong background in operations research.",Amazon,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,260000,YEARLY,https://amazon.jobs/ext-553,tech-hiring@amazon.com,TRUE,2026-08-26T06:27:00Z
ext-554,Wellfound,Data Scientist,"Conduct large-scale A/B testing and causal inference to drive product growth. Proficiency in SQL and experiment design.",Netflix,https://netflix.com,https://logo.clearbit.com/netflix.com,Los Gatos,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,250000,450000,YEARLY,https://netflix.com/jobs/ext-554,talent@netflix.com,TRUE,2026-08-26T06:27:00Z
ext-555,LinkedIn,Data Scientist,"Work on the core algorithms for Siri and personalized user experiences. Experience with NLP and signal processing.",Apple,https://apple.com,https://logo.clearbit.com/apple.com,Cupertino,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://apple.com/jobs/ext-555,hiring@apple.com,TRUE,2026-08-26T06:27:00Z
ext-556,Indeed,Data Scientist,"Develop LLM-based applications and evaluate model performance for next-gen productivity tools.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://microsoft.com/careers/ext-556,jobs@microsoft.com,TRUE,2026-08-26T06:27:00Z
